game_id,date,away_name,away_id,away_score,home_name,home_id,home_score,inserted
748012,2024-03-11,Athletics,133,6,D-backs,109,5,2024-03-12 09:27:17
748007,2024-03-11,Padres,135,13,Mariners,136,3,2024-03-12 09:27:17
748006,2024-03-11,Rangers,140,15,Angels,108,5,2024-03-12 09:27:17
748016,2024-03-11,Marlins,146,1,Mets,121,0,2024-03-12 09:27:17
748001,2024-03-12,Cardinals,138,8,Red Sox,111,6,2024-03-13 11:28:16
748002,2024-03-12,Rays,139,8,Orioles,110,12,2024-03-13 11:28:16
748003,2024-03-12,Twins,142,0,Tigers,116,1,2024-03-13 11:28:16
748000,2024-03-12,Braves,144,1,Pirates,134,5,2024-03-13 11:28:16
747998,2024-03-12,Yankees,147,1,Blue Jays,141,8,2024-03-13 11:28:16
748005,2024-03-12,Astros,117,9,Marlins,146,1,2024-03-13 11:28:16
747995,2024-03-12,Mariners,136,2,Athletics,133,4,2024-03-13 11:28:16
747994,2024-03-12,Giants,137,4,Dodgers,119,6,2024-03-13 11:28:16
747996,2024-03-12,Guardians,114,3,Rangers,140,0,2024-03-13 11:28:16
747997,2024-03-12,Royals,118,2,Rockies,115,4,2024-03-13 11:28:16
747999,2024-03-12,D-backs,109,2,Padres,135,2,2024-03-13 11:28:16
748004,2024-03-12,Mets,121,1,Nationals,120,4,2024-03-13 11:28:16
747993,2024-03-12,White Sox,145,14,Reds,113,1,2024-03-13 11:28:16
747991,2024-03-12,Brewers,158,5,Cubs,112,6,2024-03-13 11:28:16
747986,2024-03-13,Cardinals,138,1,Twins,142,1,2024-03-14 09:13:34
747985,2024-03-13,Twins,142,3,Rays,139,4,2024-03-14 09:13:34
747990,2024-03-13,Tigers,116,1,Phillies,143,4,2024-03-14 09:13:34
747992,2024-03-13,Red Sox,111,9,Yankees,147,4,2024-03-14 09:13:34
747987,2024-03-13,Pirates,134,3,Blue Jays,141,10,2024-03-14 09:13:34
747988,2024-03-13,Nationals,120,2,Marlins,146,1,2024-03-14 09:13:34
747982,2024-03-13,Cubs,112,8,Guardians,114,3,2024-03-14 09:13:34
747983,2024-03-13,Angels,108,2,Royals,118,3,2024-03-14 09:13:34
747978,2024-03-13,Mariners,136,8,Dodgers,119,1,2024-03-14 09:13:34
747980,2024-03-13,Reds,113,19,Giants,137,11,2024-03-14 09:13:34
747981,2024-03-13,Rockies,115,7,D-backs,109,5,2024-03-14 09:13:34
747979,2024-03-13,Athletics,133,11,Padres,135,12,2024-03-14 09:13:34
747976,2024-03-13,White Sox,145,15,Brewers,158,4,2024-03-14 09:13:34
747984,2024-03-13,Braves,144,7,Orioles,110,5,2024-03-14 09:13:34
747989,2024-03-13,Astros,117,5,Mets,121,6,2024-03-14 09:13:34
747974,2024-03-14,Mets,121,0,Cardinals,138,0,2024-03-15 12:43:19
747972,2024-03-14,Blue Jays,141,5,Twins,142,1,2024-03-15 12:43:19
747975,2024-03-14,Red Sox,111,1,Phillies,143,6,2024-03-15 12:43:19
747971,2024-03-14,Rays,139,3,Braves,144,1,2024-03-15 12:43:19
747970,2024-03-14,Yankees,147,0,Tigers,116,7,2024-03-15 12:43:19
747977,2024-03-14,Orioles,110,5,Pirates,134,2,2024-03-15 12:43:19
747967,2024-03-14,Rockies,115,7,Guardians,114,13,2024-03-15 12:43:19
747965,2024-03-14,Athletics,133,1,Cubs,112,3,2024-03-15 12:43:19
747969,2024-03-14,Angels,108,1,White Sox,145,5,2024-03-15 12:43:19
747966,2024-03-14,Royals,118,6,D-backs,109,0,2024-03-15 12:43:19
747964,2024-03-14,Brewers,158,2,Mariners,136,4,2024-03-15 13:16:30
747973,2024-03-14,Astros,117,3,Nationals,120,5,2024-03-15 13:16:30
747968,2024-03-14,Reds,113,4,Rangers,140,7,2024-03-15 13:16:30
747963,2024-03-15,Orioles,110,2,Rays,139,7,2024-03-17 13:12:14
747956,2024-03-15,Braves,144,1,Tigers,116,6,2024-03-17 13:12:14
747962,2024-03-15,Tigers,116,9,Blue Jays,141,6,2024-03-17 13:12:14
747953,2024-03-15,Guardians,114,6,Royals,118,1,2024-03-17 13:12:14
747955,2024-03-15,Cubs,112,2,White Sox,145,3,2024-03-17 13:12:14
747959,2024-03-15,Twins,142,5,Red Sox,111,8,2024-03-17 13:12:14
747958,2024-03-15,Phillies,143,3,Astros,117,5,2024-03-17 13:12:14
747957,2024-03-15,Marlins,146,8,Cardinals,138,4,2024-03-17 13:12:14
