"date","team_id","team_name","mlb_team_name","player_name","primary_position","inserted"2024-03-24,1,Deep Freese,Baltimore Orioles,Adley Rutschman,C,2024-03-25 09:35:38
2024-03-24,1,Deep Freese,Los Angeles Dodgers,Freddie Freeman,1B,2024-03-25 09:35:39
2024-03-24,1,Deep Freese,Chicago Cubs,Nico Hoerner,2B,2024-03-25 09:35:40
2024-03-24,1,Deep Freese,Baltimore Orioles,Gunnar Henderson,3B,2024-03-25 09:35:40
2024-03-24,1,Deep Freese,Philadelphia Phillies,Trea Turner,SS,2024-03-25 09:35:41
2024-03-24,1,Deep Freese,Los Angeles Angels,Mike Trout,OF,2024-03-25 09:35:41
2024-03-24,1,Deep Freese,Milwaukee Brewers,Jackson Chourio,OF,2024-03-25 09:35:42
2024-03-24,1,Deep Freese,San Diego Padres,Fernando Tatis,OF,2024-03-25 09:35:42
2024-03-24,1,Deep Freese,Boston Red Sox,Tyler O'Neill,OF,2024-03-25 09:35:43
2024-03-24,1,Deep Freese,Minnesota Twins,Byron Buxton,Util,2024-03-25 09:35:43
2024-03-24,1,Deep Freese,New York Mets,Harrison Bader,OF,2024-03-25 09:35:44
2024-03-24,1,Deep Freese,Cincinnati Reds,Matt McLain,2B,2024-03-25 09:35:44
2024-03-24,1,Deep Freese,Pittsburgh Pirates,Ke'Bryan Hayes,3B,2024-03-25 09:35:45
2024-03-24,1,Deep Freese,Seattle Mariners,George Kirby,SP,2024-03-25 09:35:45
2024-03-24,1,Deep Freese,Cincinnati Reds,Hunter Greene,SP,2024-03-25 09:35:46
2024-03-24,1,Deep Freese,San Francisco Giants,Kyle Harrison,SP,2024-03-25 09:35:46
2024-03-24,1,Deep Freese,Seattle Mariners,Andres Munoz,RP,2024-03-25 09:35:46
2024-03-24,1,Deep Freese,Arizona Diamondbacks,Paul Sewald,RP,2024-03-25 09:35:47
2024-03-24,1,Deep Freese,Tampa Bay Rays,Pete Fairbanks,RP,2024-03-25 09:35:47
2024-03-24,1,Deep Freese,Minnesota Twins,Jhoan Duran,RP,2024-03-25 09:35:48
2024-03-24,1,Deep Freese,Pittsburgh Pirates,Aroldis Chapman,RP,2024-03-25 09:35:48
2024-03-24,1,Deep Freese,San Diego Padres,Yuki Matsui,P,2024-03-25 09:35:49
2024-03-24,1,Deep Freese,St. Louis Cardinals,Victor Scott,OF,2024-03-25 09:35:49
2024-03-24,2,Acuna Matata,Atlanta Braves,Sean Murphy,C,2024-03-25 09:35:50
2024-03-24,2,Acuna Matata,Arizona Diamondbacks,Christian Walker,1B,2024-03-25 09:35:50
2024-03-24,2,Acuna Matata,Atlanta Braves,Ozzie Albies,2B,2024-03-25 09:35:51
2024-03-24,2,Acuna Matata,San Diego Padres,Manny Machado,3B,2024-03-25 09:35:51
2024-03-24,2,Acuna Matata,New York Mets,Francisco Lindor,SS,2024-03-25 09:35:52
2024-03-24,2,Acuna Matata,Houston Astros,Chas McCormick,OF,2024-03-25 09:35:52
2024-03-24,2,Acuna Matata,Baltimore Orioles,Cedric Mullins,OF,2024-03-25 09:35:52
2024-03-24,2,Acuna Matata,Atlanta Braves,Ronald Acuna,OF,2024-03-25 09:35:53
2024-03-24,2,Acuna Matata,Cleveland Guardians,Andres Gimenez,2B,2024-03-25 09:35:53
2024-03-24,2,Acuna Matata,Cleveland Guardians,Josh Naylor,1B,2024-03-25 09:35:54
2024-03-24,2,Acuna Matata,Los Angeles Dodgers,James Outman,OF,2024-03-25 09:35:54
2024-03-24,2,Acuna Matata,Philadelphia Phillies,Aaron Nola,SP,2024-03-25 09:35:55
2024-03-24,2,Acuna Matata,Seattle Mariners,Logan Gilbert,SP,2024-03-25 09:35:55
2024-03-24,2,Acuna Matata,San Diego Padres,Dylan Cease,SP,2024-03-25 09:35:56
2024-03-24,2,Acuna Matata,New York Yankees,Clay Holmes,RP,2024-03-25 09:35:56
2024-03-24,2,Acuna Matata,Atlanta Braves,Raisel Iglesias,RP,2024-03-25 09:35:57
2024-03-24,2,Acuna Matata,Atlanta Braves,Chris Sale,SP,2024-03-25 09:35:57
2024-03-24,2,Acuna Matata,Toronto Blue Jays,Chris Bassitt,SP,2024-03-25 09:35:57
2024-03-24,2,Acuna Matata,Arizona Diamondbacks,Merrill Kelly,SP,2024-03-25 09:35:58
2024-03-24,2,Acuna Matata,Minnesota Twins,Griffin Jax,RP,2024-03-25 09:35:58
2024-03-24,2,Acuna Matata,Pittsburgh Pirates,Mitch Keller,SP,2024-03-25 09:35:59
2024-03-24,2,Acuna Matata,New York Yankees,Carlos Rodon,SP,2024-03-25 09:35:59
2024-03-24,2,Acuna Matata,Houston Astros,Hunter Brown,SP,2024-03-25 09:36:00
2024-03-24,3,Elmira Pioneers,Philadelphia Phillies,J.T. Realmuto,C,2024-03-25 09:36:00
2024-03-24,3,Elmira Pioneers,Miami Marlins,Luis Arraez,1B,2024-03-25 09:36:01
2024-03-24,3,Elmira Pioneers,New York Yankees,Gleyber Torres,2B,2024-03-25 09:36:01
2024-03-24,3,Elmira Pioneers,Miami Marlins,Jon Berti,2B,2024-03-25 09:36:01
2024-03-24,3,Elmira Pioneers,Washington Nationals,CJ Abrams,SS,2024-03-25 09:36:02
2024-03-24,3,Elmira Pioneers,Milwaukee Brewers,Christian Yelich,OF,2024-03-25 09:36:02
2024-03-24,3,Elmira Pioneers,Pittsburgh Pirates,Bryan Reynolds,OF,2024-03-25 09:36:03
2024-03-24,3,Elmira Pioneers,Tampa Bay Rays,Josh Lowe,OF,2024-03-25 09:36:03
2024-03-24,3,Elmira Pioneers,Oakland Athletics,Esteury Ruiz,OF,2024-03-25 09:36:04
2024-03-24,3,Elmira Pioneers,Philadelphia Phillies,Whit Merrifield,2B,2024-03-25 09:36:04
2024-03-24,3,Elmira Pioneers,Minnesota Twins,Willi Castro,2B,2024-03-25 09:36:05
2024-03-24,3,Elmira Pioneers,Seattle Mariners,Mitch Garver,C,2024-03-25 09:36:05
2024-03-24,3,Elmira Pioneers,Cincinnati Reds,Elly De La Cruz,3B,2024-03-25 09:36:06
2024-03-24,3,Elmira Pioneers,Toronto Blue Jays,Vladimir Guerrero,1B,2024-03-25 09:36:06
2024-03-24,3,Elmira Pioneers,Boston Red Sox,Rafael Devers,3B,2024-03-25 09:36:06
2024-03-24,3,Elmira Pioneers,Kansas City Royals,Bobby Witt,SS,2024-03-25 09:36:07
2024-03-24,3,Elmira Pioneers,Philadelphia Phillies,Zack Wheeler,SP,2024-03-25 09:36:07
2024-03-24,3,Elmira Pioneers,Texas Rangers,Nathan Eovaldi,SP,2024-03-25 09:36:08
2024-03-24,3,Elmira Pioneers,Chicago Cubs,Shota Imanaga,SP,2024-03-25 09:36:08
2024-03-24,3,Elmira Pioneers,Pittsburgh Pirates,David Bednar,RP,2024-03-25 09:36:09
2024-03-24,3,Elmira Pioneers,New York Mets,Edwin Diaz,RP,2024-03-25 09:36:09
2024-03-24,3,Elmira Pioneers,Houston Astros,Justin Verlander,SP,2024-03-25 09:36:10
2024-03-24,3,Elmira Pioneers,Cleveland Guardians,Triston McKenzie,SP,2024-03-25 09:36:10
2024-03-24,4,Judge not lest ye be Judged,Los Angeles Angels,Logan O'Hoppe,C,2024-03-25 09:36:11
2024-03-24,4,Judge not lest ye be Judged,Boston Red Sox,Triston Casas,1B,2024-03-25 09:36:11
2024-03-24,4,Judge not lest ye be Judged,Arizona Diamondbacks,Ketel Marte,2B,2024-03-25 09:36:12
2024-03-24,4,Judge not lest ye be Judged,Tampa Bay Rays,Yandy Diaz,1B,2024-03-25 09:36:12
2024-03-24,4,Judge not lest ye be Judged,Toronto Blue Jays,Bo Bichette,SS,2024-03-25 09:36:13
2024-03-24,4,Judge not lest ye be Judged,Chicago Cubs,Seiya Suzuki,OF,2024-03-25 09:36:13
2024-03-24,4,Judge not lest ye be Judged,New York Yankees,Aaron Judge,OF,2024-03-25 09:36:14
2024-03-24,4,Judge not lest ye be Judged,Colorado Rockies,Nolan Jones,1B,2024-03-25 09:36:14
2024-03-24,4,Judge not lest ye be Judged,St. Louis Cardinals,Nolan Gorman,2B,2024-03-25 09:36:14
2024-03-24,4,Judge not lest ye be Judged,San Francisco Giants,Jorge Soler,OF,2024-03-25 09:36:15
2024-03-24,4,Judge not lest ye be Judged,Los Angeles Angels,Taylor Ward,OF,2024-03-25 09:36:15
2024-03-24,4,Judge not lest ye be Judged,Tampa Bay Rays,Zach Eflin,SP,2024-03-25 09:36:16
2024-03-24,4,Judge not lest ye be Judged,Baltimore Orioles,Grayson Rodriguez,SP,2024-03-25 09:36:16
2024-03-24,4,Judge not lest ye be Judged,Detroit Tigers,Tarik Skubal,SP,2024-03-25 09:36:17
2024-03-24,4,Judge not lest ye be Judged,St. Louis Cardinals,Ryan Helsley,RP,2024-03-25 09:36:17
2024-03-24,4,Judge not lest ye be Judged,Philadelphia Phillies,Jose Alvarado,RP,2024-03-25 09:36:18
2024-03-24,4,Judge not lest ye be Judged,Chicago Cubs,Adbert Alzolay,RP,2024-03-25 09:36:18
2024-03-24,4,Judge not lest ye be Judged,Washington Nationals,Hunter Harvey,RP,2024-03-25 09:36:18
2024-03-24,4,Judge not lest ye be Judged,San Diego Padres,Yu Darvish,SP,2024-03-25 09:36:19
2024-03-24,4,Judge not lest ye be Judged,Toronto Blue Jays,Kevin Gausman,SP,2024-03-25 09:36:19
2024-03-24,4,Judge not lest ye be Judged,Miami Marlins,Eury Perez,SP,2024-03-25 09:36:20
2024-03-24,4,Judge not lest ye be Judged,Arizona Diamondbacks,Brandon Pfaadt,SP,2024-03-25 09:36:20
2024-03-24,4,Judge not lest ye be Judged,Los Angeles Dodgers,Brusdar Graterol,RP,2024-03-25 09:36:21
2024-03-24,5,Matt Olson Twins,St. Louis Cardinals,Willson Contreras,C,2024-03-25 09:36:21
2024-03-24,5,Matt Olson Twins,Detroit Tigers,Spencer Torkelson,1B,2024-03-25 09:36:22
2024-03-24,5,Matt Olson Twins,Houston Astros,Jose Altuve,2B,2024-03-25 09:36:22
2024-03-24,5,Matt Olson Twins,Minnesota Twins,Royce Lewis,3B,2024-03-25 09:36:23
2024-03-24,5,Matt Olson Twins,San Diego Padres,Ha-Seong Kim,2B,2024-03-25 09:36:23
2024-03-24,5,Matt Olson Twins,St. Louis Cardinals,Jordan Walker,OF,2024-03-25 09:36:24
2024-03-24,5,Matt Olson Twins,Chicago Cubs,Ian Happ,OF,2024-03-25 09:36:24
2024-03-24,5,Matt Olson Twins,Atlanta Braves,Michael Harris,OF,2024-03-25 09:36:25
2024-03-24,5,Matt Olson Twins,Pittsburgh Pirates,Oneil Cruz,SS,2024-03-25 09:36:25
2024-03-24,5,Matt Olson Twins,Kansas City Royals,Vinnie Pasquantino,1B,2024-03-25 09:36:25
2024-03-24,5,Matt Olson Twins,Miami Marlins,Jake Burger,3B,2024-03-25 09:36:26
2024-03-24,5,Matt Olson Twins,Texas Rangers,Jonah Heim,C,2024-03-25 09:36:26
2024-03-24,5,Matt Olson Twins,St. Louis Cardinals,Paul Goldschmidt,1B,2024-03-25 09:36:27
2024-03-24,5,Matt Olson Twins,Los Angeles Dodgers,Shohei Ohtani,Util,2024-03-25 09:36:27
