game_id,date,player_name,player_id,headline,blurb,description,mp4_url,duration,inserted747825,2024-03-23T17:00:35.955Z,Kyle Gibson,502043,Kyle Gibson against the Astros,Kyle Gibson against the Astros,Hits against Gibson in their last matchup,https://darkroom-clips.mlb.com/16b2ee24-248d-410c-b7c4-2826e3efb7cb.mp4,00:00:07,2024-03-25 09:34:04
747829,2024-03-24T18:40:43.826Z,Brett Baty,683146,Brett Baty plates a run with a single,Brett Baty plates a run with a single,Brett Baty gives the Mets a 4-1 lead with an RBI single to left field in the bottom of the 5th inning,https://mlb-cuts-diamond.mlb.com/FORGE/2024/2024-03/24/7c1dda82-f15f6f44-500e9b60-csvm-diamondx64-asset_1280x720_59_4000K.mp4,00:00:24,2024-03-25 09:34:04
747829,2024-03-24T18:44:47.947Z,Brandon Nimmo,607043,Brandon Nimmo rips a two-run single,Brandon Nimmo rips a two-run single,Brandon Nimmo extends the Mets' lead to 6-1 with a two-run single to center field in the bottom of the 5th inning,https://mlb-cuts-diamond.mlb.com/FORGE/2024/2024-03/24/37a3219f-454da8a5-7be2214e-csvm-diamondx64-asset_1280x720_59_4000K.mp4,00:00:20,2024-03-25 09:34:04
747829,2024-03-24T18:48:21.138Z,Luis Severino,622663,Luis Severino fans four across five strong innings,Luis Severino fans four across five strong innings,Luis Severino allows one run and strikes out four batters across five strong innings in his final Spring Training start,https://mlb-cuts-diamond.mlb.com/FORGE/2024/2024-03/24/616c64cd-57e5e657-7e279d69-csvm-diamondx64-asset_1280x720_59_4000K.mp4,00:00:40,2024-03-25 09:34:04
747829,2024-03-24T18:55:42.376Z,Patrick Corbin,571578,Patrick Corbin strikes out two batters ,Patrick Corbin strikes out two batters ,Patrick Corbin allows three runs and strikes out two batters across four innings in his Spring Training start against the Mets,https://mlb-cuts-diamond.mlb.com/FORGE/2024/2024-03/24/d93b9716-1fd28536-a43992c2-csvm-diamondx64-asset_1280x720_59_4000K.mp4,00:00:22,2024-03-25 09:34:04
747829,2024-03-24T19:06:05.837Z,Brandon Nimmo,607043,Brandon Nimmo makes a diving catch,Brandon Nimmo makes a diving catch,Brandon Nimmo charges in and makes a diving catch for the second out in the top of the 6th inning,https://mlb-cuts-diamond.mlb.com/FORGE/2024/2024-03/24/02d8e157-5fa6d5d3-d77ca8b1-csvm-diamondx64-asset_1280x720_59_4000K.mp4,00:00:22,2024-03-25 09:34:04
747829,2024-03-24T19:44:14.508Z,Edwin Diaz,621242,Edwin Diaz strikes out Alex Call,Edwin Diaz strikes out Alex Call,Edwin Diaz strikes out Alex Call swinging on a slider in his lone inning of work against the Nationals,https://mlb-cuts-diamond.mlb.com/FORGE/2024/2024-03/24/21dd0e2b-97073dca-25daee57-csvm-diamondx64-asset_1280x720_59_4000K.mp4,00:00:12,2024-03-25 09:34:04
747827,2024-03-23T17:30:47.889Z,Tylor Megill,656731,Tylor Megill against the Marlins,Tylor Megill against the Marlins,Hits against Megill in their last two matchups,https://darkroom-clips.mlb.com/3385158f-1bd1-44c1-826f-5665c92fc7b0.mp4,00:00:09,2024-03-25 09:34:04
747827,2024-03-24T17:10:00Z,Tylor Megill,656731,Tylor Megill's outing against the Marlins,Tylor Megill's outing against the Marlins,The data behind Tylor Megill's outing,https://darkroom-clips.mlb.com/f6a452c0-8b2f-4e14-963b-a1d0f621ed2d.mp4,00:00:25,2024-03-25 09:34:04
747827,2024-03-24T21:30:52.591Z,Luis Arraez,650333,Luis Arraez's RBI single,Luis Arraez's RBI single,Luis Arraez hits an RBI single to right-center field to give the Marlins a 1-0 lead in the bottom of the 3rd inning,https://mlb-cuts-diamond.mlb.com/FORGE/2024/2024-03/24/4dcd820f-efd48193-b795daac-csvm-diamondx64-asset_1280x720_59_4000K.mp4,00:00:19,2024-03-25 09:34:04
747827,2024-03-24T21:33:24.923Z,Jesus Sanchez,660821,Jesus Sanchez hits a two-run double,Jesus Sanchez hits a two-run double,Jesus Sanchez hits a two-run double into the left-field corner to extend the Marlins' lead to 5-1 in the bottom of the 6th inning,https://mlb-cuts-diamond.mlb.com/FORGE/2024/2024-03/24/02e8a8da-8acc3558-b3fa703c-csvm-diamondx64-asset_1280x720_59_4000K.mp4,00:00:25,2024-03-25 09:34:04
747827,2024-03-24T21:38:35.281Z,Tylor Megill,656731,Two of Tylor Megill's seven strikeouts,Two of Tylor Megill's seven strikeouts,Check out two of Tylor Megill's seven strikeouts from his outing against the Marlins in his final Spring Training start,https://mlb-cuts-diamond.mlb.com/FORGE/2024/2024-03/24/fa528a99-98a47284-950ea01c-csvm-diamondx64-asset_1280x720_59_4000K.mp4,00:00:22,2024-03-25 09:34:04
766493,2024-03-24T20:24:35.339Z,Mariano Rivera,656899,Mariano Rivera throws out the first pitch in Mexico,Mariano Rivera throws out the first pitch in Mexico,Hall of Famer Mariano Rivera throws out the first pitch to former teammate Robinson Cano prior to the Yankees' exhibition game in Mexico City,https://mlb-cuts-diamond.mlb.com/FORGE/2024/2024-03/24/e7efacae-bf8d01d9-82465ad7-csvm-diamondx64-asset_1280x720_59_4000K.mp4,00:00:24,2024-03-25 09:34:04
766493,2024-03-24T21:24:48.638Z,Robinson Cano,429664,Robinson Cano lifts a solo homer vs. his former club,Robinson Cano lifts a solo homer vs. his former club,"Former Yankee Robinson Cano lifts a solo homer to right field, giving the Diablos a 1-0 lead over the Yankees in the 4th inning",https://mlb-cuts-diamond.mlb.com/FORGE/2024/2024-03/24/2dae7c4d-f5a0d3e4-efb80c17-csvm-diamondx64-asset_1280x720_59_4000K.mp4,00:00:30,2024-03-25 09:34:04
766493,2024-03-24T21:34:10.55Z,Tanner Tully,668684,Tanner Tully strikes out Jose Marmolejos swinging,Tanner Tully strikes out Jose Marmolejos swinging,Tanner Tully collects one strikeout in 4 1/3 innings during the Yankees' spring game in Mexico City,https://mlb-cuts-diamond.mlb.com/FORGE/2024/2024-03/24/e5d98271-7d484564-ae518765-csvm-diamondx64-asset_1280x720_59_4000K.mp4,00:00:12,2024-03-25 09:34:04
766493,2024-03-24T22:00:50.721Z,Oswaldo Cabrera,665828,Oswaldo Cabrera lays out to make a diving play,Oswaldo Cabrera lays out to make a diving play,"Oswaldo Cabrera lays out to make a diving stop, then spins and fires to first, recording the second out of the 6th inning",https://mlb-cuts-diamond.mlb.com/FORGE/2024/2024-03/24/8b88ddc9-1f05b356-01de96b6-csvm-diamondx64-asset_1280x720_59_4000K.mp4,00:00:27,2024-03-25 09:34:04
766493,2024-03-24T22:32:32.376Z,Jonathan Loaisiga,642528,Jonathan Loaisiga collects two K's in Mexico City,Jonathan Loaisiga collects two K's in Mexico City,Jonathan Loaisiga collects two K's in 1 2/3 innings during the Yankees' exhibition game in Mexico City,https://mlb-cuts-diamond.mlb.com/FORGE/2024/2024-03/24/473714cc-912788a6-7619511b-csvm-diamondx64-asset_1280x720_59_4000K.mp4,00:00:26,2024-03-25 09:34:04
766493,2024-03-24T22:41:38.668Z,Victor Gonzalez,624647,Victor Gonzalez strikes out Julian Ornelas looking,Victor Gonzalez strikes out Julian Ornelas looking,"Victor Gonzalez, a native of Mexico, notches one strikeout in one inning during the Yankees' exhibition game in Mexico City",https://mlb-cuts-diamond.mlb.com/FORGE/2024/2024-03/24/4271075c-418a75d6-1dd41f70-csvm-diamondx64-asset_1280x720_59_4000K.mp4,00:00:28,2024-03-25 09:34:04
